title,content_img,content_text,choices_1,choices_2,choices_3,choices_4,answer
.다음 결과는 2개의 테이블을 어떤 Join으로 진행한 것인가?,https://cbt.youngjin.com/upload/sqld/118.png,, Natural Join, Right Outer Join, Left Outer Join, Full Outer Join,정답 : 위의 결과를 보면 EMPNO와 DEPTNO 각각에 서로 없는 것이 있다. 그래서 FULL OUTER JOIN이 된다.
.다음과 같은 SQL 문장이 있다. 예제의 ORDER BY절과 같은 결과를 갖는 구문은 어떤 것인가?,,," ORDER BY 선수명 ASC, 포지션, 3 DESC"," ORDER BY 선수명, 2, DESC 백넘버"," ORDER BY PLAYER_NAME ASC, 2, 3"," ORDER BY 1 DESC, 2, 백넘버",정답 : ORDER BY절에서 정렬 기준이 생략되면 Default로 ASC(오름차순) 정렬이 된다. ORDER BY절에는 칼럼명 대신에 SELECT절에 기술한 칼럼의 순서 번호나 칼럼의 ALIAS명을 사용할 수 있다.
.다음 서브쿼리에 대한 설명 중 틀린 것을 고르시오.,,, 상호연관 서브쿼리는 처리 속도가 가장 빠르기 때문에 최대한 활용하는 것이 좋다., TOP-N 서브쿼리는 INLINE VIEW의 정렬된 데이터를 ROWNUM을 이용해 결과 행 수를 제한하거나 TOP (N) 조건을 사용하는 서브쿼리이다.," INLINE VIEW는 FROM절에 사용되는 서브쿼리로서 실질적인 OBJECT는 아니지만, SQL 문장에서 마치 VIEW나 테이블처럼 사용되는 서브쿼리이다."," 다중행 연산자는 IN, ANY, ALL이 있으며 서브쿼리의 결과로 하나 이상의 데이터가 RETURN되는 서브쿼리이다.",정답 : 상호 연관 서브쿼리는 서브쿼리가 메인쿼리의 행 수 만큼 실행되는 쿼리로서 실행 속도가 상대적으로 떨어지는 SQL 문장이다. 그러나 복잡한 일반 배치 프로그램을 대체할 수 있기 때문에 조건에 맞는다면 적극적인 검토가 필요하다.
.데이터 유형에 대한 설명 중 틀린 것은 무엇인가?,,, VARCHAR 유형은 가변 길이 숫자형이다., CHAR 유형은 고정 길이 문자형이다., NUMERIC 유형은 숫자형 데이터를 표현한다., DATE 유형은 날짜 데이터를 다룰 때 사용한다.,정답 : VARCHAR 유형은 가변 길이 문자형이다.
다음의 SQL문과 동일한 것을 고르시오.,,,Select Case When Name IS NOT NULL THEN NAME ELSE ‘0’ END AS USER_NAMEFrom Emp;,Select Case When Name IS NOT NULL THEN ‘0’ ELSE NAME END AS USER_NAMEFrom Emp;,Select Case When Name IS NULL THEN ‘없음’ ELSE NAME END AS USER_NAMEFrom Emp;,Select Case When Name IS NULL THEN ‘없음’ ELSE ‘0’ END AS USER_NAMEFrom Emp;,정답 : IS NULL 함수는 만약 NULL이면 “없음”을 출력하고 그렇지 않으면 NAME 칼럼의 값을 출력하는 것이다.
다음 서브쿼리에 대한 설명 중 틀린 것을 고르시오.,,,상호연관 서브쿼리는 처리 속도가 가장 빠르기 때문에 최대한 활용하는 것이 좋다.,TOP-N 서브쿼리는 INLINE VIEW의 정렬된 데이터를 ROWNUM을 이용해 결과 행 수를 제한하거나 TOP (N) 조건을 사용하는 서브쿼리이다.,"INLINE VIEW는 FROM절에 사용되는 서브쿼리로서 실질적인 OBJECT는 아니지만, SQL 문장에서 마치 VIEW나 테이블처럼 사용되는 서브쿼리이다.","다중행 연산자는 IN, ANY, ALL이 있으며 서브쿼리의 결과로 하나 이상의 데이터가 RETURN되는 서브쿼리이다.",정답 : 상호 연관 서브쿼리는 서브쿼리가 메인쿼리의 행 수 만큼 실행되는 쿼리로서 실행 속도가 상대적으로 떨어지는 SQL 문장이다. 그러나 복잡한 일반 배치 프로그램을 대체할 수 있기 때문에 조건에 맞는다면 적극적인 검토가 필요하다.
SQL 문장에서 집합별로 집계된 데이터에 대한 조회 조건을 제한하기 위해서 사용하는 절은 어느 것인가?,,,HAVING절,GROUP BY절,WHERE절,FROM절,정답 : 일반적인 SQL 문장에서 조회하는 데이터를 제한하기 위해서는 WHERE절을 사용하지만 그룹별로 조회할 때 집계 데이터에 대한 제한 조건을 사용하기 위해서는 HAVING절을 사용한다.
발생 시점에 따라 구분할 수 있는 엔터티의 유형이 아닌 것은?,,, 행위 엔터티(Active Entity), 중심 엔터티(Main Entity), 기본 엔터티(Basic Entity), 개념 엔터티(Conceptual Entity),"정답 : 엔터티는 발생 시점에 따라 기본/핵심 엔터티(Basic Entity), 중심 엔터티(Main Entity), 행위 엔터티(Active Entity)로 구분이 된다. 발생 시점에 따른 종류에는 개념 엔터티(Conceptual Entity)라는 용어는 없으며, 추상화 수준이 높은 모델링의 단계로 개념 데이터 모델링이라고 표현한다."
다음 중 자신과 성별이 같은 부양가족을 가진 직원의 이름을 검색하는 질의를 SQL로 적절하게 표현한 것을 고르시오.,,, SELECT E.이름FROM 직원 AS EWHERE E.직원번호 LIKE ( SELECT 직원번호 FROM 부양가족 WHERE E.성별 = 성별);, SELECT E.이름FROM 직원 AS E WHERE NOT EXISTS (SELECT * FROM 부양가족WHERE E.직원번호 = 직원번호);, SELECT E.이름FROM 직원 AS EWHERE EXISTS (SELECT * FROM 부양가족 WHERE E.직원번호 = 직원번호 AND E.성별 = 성별);, SELECT E.이름FROM 직원 AS EWHERE NOT EXISTS (SELECT * FROM 부양가족 WHERE E.직원번호 = 직원번호 AND E.성별 = 성별);,정답 :
그룹 내 순위 관련 WINDOW 함수의 특징으로 올바르지 않은 것을 고르시오.,,, RANK 함수는 동일한 값에 대해서는 동일한 순위를 부여한다.," DENSE_RANK 함수는 RANK 함수와 흡사하며, 동일한 순위를 하나의 건수로 취급한다.", RCUMM_RANK 함수는 누적된 순위를 부여한다.," RANK 함수가 동일한 값에 대해서는 동일한 순위를 부여하는 데 반해, ROW_NUMBER 함수는 고유한 순위를 부여한다.",정답 : RCUMM_RANK는 존재하지 않는 함수이다.
Subquery의 종류 중에서 Subquery가 Mainquery의 제공자 역할을 하고 Mainquery의 값이 Subquery에 주입되지 않는 유형은 무엇인가?,,, ① Filter형 Subquery, Early Filter형 Subquery, Associative Subquery, Access Subquery,정답 : Access Subquery는 제공자 역할을 하는 서브쿼리이다.
"데이터 모델링이 최종적으로 완료된 상태라고 정의할 수 있는, 즉 물리적인 스키마 설계를 하기 전 단계를 가리키는 말은?",,, 물리적 데이터 모델링, 논리적 데이터 모델링, 개괄 데이터 모델링, 데이터 모델링,정답 : 논리적 데이터 모델링의 결과로 얻어지는 논리 데이터 모델은 데이터 모델링이 최종적으로 완료된 상태라고 정의할 수 있다. 즉 물리적인 스키마 설계를 하기 전 단계의 ‘데이터 모델’ 상태를 일컫는 말이다.
다음 주어진 테이블에 대해서 아래와 같은 결과값이 반환되도록 아래 SQL문의 빈칸에 들어갈 것을 고르시오.,https://cbt.youngjin.com/upload/sqld/72.png,," max(COL2), min(COL2), sum(COL1)"," max(COL1), min(COL2), sum(COL2)"," max(COL1), min(COL2), sum(COL1)"," min(COL1), max(COL2), max(COL1)","정답 : A 속성은 COL1의 최댓값, B 속성은 COL2의 최솟값, C 속성은 COL1 속성의 합이다."
.다음 결과는 2개의 테이블을 어떤 Join으로 진행한 것인가?,https://cbt.youngjin.com/upload/sqld/118.png,, Natural Join, Right Outer Join, Left Outer Join, Full Outer Join,정답 : 위의 결과를 보면 EMPNO와 DEPTNO 각각에 서로 없는 것이 있다. 그래서 FULL OUTER JOIN이 된다.
.다음 중 인덱스를 사용할 수 없는 조건에 해당되지 않는 것은?,,," 인덱스가 사용되는 칼럼에 NVL(Key, 0)을 사용했다."," 인덱스가 사용되는 칼럼에 to_char(vin tagedate, ‘yyyymmdd’) = sysdate를 사용했다."," 인덱스가 사용되는 칼럼에 vintageyear = to_char(sysdate, ‘yyyy’)를 사용했다.", 인덱스가 사용되는 칼럼에 name||‘ ’ = ‘lim’을 사용했다.,정답 :
.Hash Join 기법에 대한 설명으로 옳은 것은?,,, 조인 작업을 수행할 때는 결과 행의 수가 적은 테이블을 선행 테이블로 사용하는 것이 좋다., Hash Join은 해시 함수를 이용하여 조인을 수행하기 때문에 ‘=’ 로 수행하는 조인인 동등조건 이외에도 사용할 수 있다., 해시 테이블을 저장할 때 메모리에 적재할 수 있는 영역의 크기보다 커지면 초과한 크기를 제외한 영역만큼 메모리에 적재한다., Hash Join은 조인 칼럼의 인덱스가 존재하지 않으면 사용할 수 없는 기법이다.,정답 : 해시 조인은 CPU 연산이 많이 발생되는 조인으로 조인을 할 때 선행 테이블의 크기가 작아야 유리한 조인이다.Hash Join의 특징• Hash Join은 조인 칼럼의 인덱스가 존재하지 않을 경우에도 사용할 수 있는 기법이다.• Hash Join은 해시 함수를 이용하여 조인을 수행하기 때문에 ‘=’로 수행하는 조인인 동등조건에서만 사용할 수 있다.• 해시 함수가 적용될 때 동일한 값은 항상 같은 값으로 해시됨을 보장한다.• Hash Join 작업을 수행하기 위해서 해시 테이블을 메모리에 생성해야 한다.• 해시 테이블을 저장할 때 메모리에 적재할 수 있는 영역의 크기보다 커지면 임시 영역(디스크)에 저장한다.• Hash Join을 수행할 때는 결과 행의 수가 적은 테이블을 선행 테이블로 사용하는 것이 좋다.• 선행 테이블을 Build Input이라고 하며 후행 테이블은 Prove Input이라 한다.
.다음 설명 중 올바르지 않은 것은?,,, SQL Server는 null 값을 인덱스 맨 뒤에 저장한다., Oracle에서 인덱스 구성 칼럼 중 하나라도 null이 아닌 레코드는 인덱스에 저장한다., SQL Server는 인덱스 구성 칼럼이 모두 null인 레코드도 인덱스에 저장한다., Oracle에서 인덱스 구성 칼럼이 모두 null인 레코드는 인덱스에 저장하지 않는다.,"정답 : SQL Server는 null 값을 인덱스 맨 앞에 저장하고, Oracle은 맨 뒤에 저장한다."
.실행 계획에 대한 설명으로 적절하지 않은 것은?,,, 실행 계획은 SQL문의 처리를 위한 절차와 방법이 표현된다., 실행 계획이 다르면 결과도 달라질 수 있다.," 실행 계획은 액세스 기법, 조인 순서, 조인 방법 등으로 구성된다.", 최적화 정보는 실행 계획의 단계별 예상 비용을 표시한 것이다.,정답 : 동일 SQL문에 대해 실행 계획이 다르다고 결과가 달라지지는 않는다. 그러나 실행 계획의 차이로 성능이 달라질 수 있다.
".다음은 윈도우 함수에 대한 설명이다. 현재 행을 기준으로 파티션 내에서 앞의 한 건, 현재행, 뒤의 한 건을 범위를 지정하는 Over의 옵션은?",,, ROWS BETWEEN 1 PRECEDING AND 1 FOLLOWING, RANGE UNBOUNDED PRECEDING, ROWS BETWEEN CURRENT ROW AND UNBOUNDED FOLLOWING, ROWS BETWEEN 1 AND 2,정답 :
.다음 SQL문의 실행 결과는 무엇인가?,,, 1, 2, 3, NULL,"정답 : COALESCE 함수는 NULL이 아닌 첫 번째 값을 리턴하는 함수이다. 즉, 위의 문제에서 첫 번째는 NULL이고 두 번째는 ‘2’이다. 따라서 ‘2’가 리턴된다."
.데이터 모델링에 대한 단계 중 아래에서 설명하는 단계는 어떤 단계의 모델링인가?,,, 물리적 데이터 모델링, 논리적 데이터 모델링, 개념적 데이터 모델링, 추상적 데이터 모델링,"정답 : •전사적 관점에서 기업의 데이터를 모델링한다.•추상화 수준이 가장 높은 모델링이다.•계층형 데이터 모델, 네트워크 모델, 관계형 모델에 관계없이 업무 측면에서 모델링을 한다."
.다음 중 옳은 것은 무엇인가?,,, 유저를 생성하면 생성한 유저로 바로 로그인할 수 있다., 새롭게 생성된 유저라면 조건 없이 새로운 유저를 만들 수 있다., 다른 유저의 테이블은 그 테이블에 대한 권한 없이는 조회할 수 없다., 유저 생성은 누구나 할 수 있지만 권한 설정은 데이터베이스 관리자만 가능하다.,정답 : 테이블에 대한 권한은 각 테이블의 소유자가 가지고 있기 때문에 소유자로부터 권한을 받지 않으면 다른 유저의 테이블에 접근할 수 없다.
.JOIN의 종류에 대한 설명으로 틀린 것은 무엇인가?,,, NON-EQUI JOIN은 등가 조건이 성립되지 않은 테이블에 JOIN을 걸어주는 방법이다.," EQUI JOIN은 반드시 기본키, 외래키 관계에 의해서만 성립된다.", OUTER JOIN은 JOIN 조건을 만족하지 않는 데이터도 볼 수 있는 JOIN 방법이다., SELF JOIN은 하나의 테이블을 논리적으로 분리시켜 EQUI JOIN을 이용하는 방법이다.,"정답 : EQUI JOIN은 반드시 기본키, 외래키 관계에 의해서만 성립되는 것은 아니다. 조인 칼럼이 1:1로 맵핑이 가능하면 사용할 수 있다."
.다음의 PREV_SAL은 어떤 윈도우 함수를 사용해야 하는가?,https://cbt.youngjin.com/upload/sqld/130.png,, LEAD, LAG, NTILE, LAST_VALUE,정답 : LAG() 윈도우 함수는 이전 행의 몇 번째 행 값을 가지고 올 수 있다.
.다음 설명에 해당하는 속성의 종류는 무엇인가?,,, 연관 속성, 기본 속성, 설계 속성, 파생 속성,"정답 : 다른 속성으로부터 계산이나 변형이 되어 생성되는 속성을 파생 속성(Derived Attribute)이라고 한다.속성의 종류1) 기본 속성업무로부터 추출한 모든 속성이 여기에 해당하며 엔터티에 가장 일반적이고 많은 속성을 차지한다.코드성 데이터, 엔터티를 식별하기 위해 부여된 일련번호와 같은 설계 속성이나 다른 속성을 계산하거나 영향을 받아 생성된 속성인 파생 속성을 제외한 모든 속성은 기본 속성이다.2) 설계 속성업무상 필요한 데이터 이외에 데이터 모델링을 위해, 업무를 규칙화하기 위해 속성을 새로 만들거나 변형하여 정의하는 속성이다.원래 속성을 업무상 필요에 의해 변형하여 만든 코드성 속성이 이에 해당하고 일련번호와 같은 속성은 단일(Unique)한 식별자를 부여하기 위해 모델상에서 새로 정의하는 속성이다.3) 파생 속성다른 속성에 영향을 받아 발생하는 속성으로서 보통 계산된 값들이 이에 해당된다.다른 속성에 영향을 받기 때문에 프로세스 설계 시 데이터 정합성을 유지하기 위해 유의해야 할 점이 많으며 가급적 적게 정의하는 것이 좋다."
".다음의 SQL문을 사용할 때, 날짜형 변수를 문자형으로 바꿀 수 있는 것은?",,, TO_NUMBER, TO_DATE, TO_CHAR, CONVERT,정답 : TO_CHAR문을 사용하면 문자형 타입으로 변환한다.
".서브쿼리의 종류 중에 서브쿼리를 실행하고 한 행, 한 칼럼을 반환하는 서브쿼리를 무엇이라고 하는가?",,, Looping, Scala Subquery, Associative Subquery, Access Subquery,정답 : 스칼라 서브쿼리(Scala Subquery)는 SELECT문에서 사용하는 서브쿼리로 한 행만 반환한다.
.발생 시점에 따른 엔터티 분류에 의한 중심 엔터티가 아닌 것은?,,, 매출, 주문, 사원, 계약,"정답 : 사원, 부서, 고객, 상품, 자재 등이 기본 엔터티가 될 수 있다."
.다음 설명 중 적절한 것은 무엇인가?,,, 인덱스는 인덱스 구성 칼럼으로 항상 오름차순으로 정렬된다., 비용 기반 옵티마이저는 인덱스 스캔이 항상 유리하다고 판단한다., 규칙 기반 옵티마이저는 적절한 인덱스가 존재하면 항상 인덱스를 사용하려고 한다., 인덱스 범위 스캔은 항상 여러 건의 결과가 반환된다.,정답 : • 인덱스는 내림차순으로 생성 및 정렬된다.• 비용적인 측면에서는 전체 테이블 스캔이 유리할 수 있다.• 규칙 기반 옵티마이저의 규칙에 따라 적절한 인덱스가 존재하면 전체 테이블 스캔보다는 항상 인덱스를 사용하려고 한다.• 인덱스 범위 스캔은 결과 건수만큼 반환한다. 결과가 없으면 한 건도 반환하지 않을 수 있다.
